Date,Volume,RSI,MACD,MACD_Signal,BB_High,BB_Low,GDP,CPI,UNEMP,FEDFUNDS
2000-03-29,9088350,55.8346815906741,1.2559143208038286,1.0707869914223043,31.741137294990246,23.570017642753896,10002.179,171.0,4.0,5.85
2000-03-30,8017200,50.662858683283325,1.0696783896646593,1.0705652710707754,31.745126872482814,23.771468205031837,10002.179,171.0,4.0,5.85
2000-03-31,6805050,50.93482115992644,0.9163512425685916,1.0397224653703387,31.748577872300224,23.961491021132396,10002.179,171.0,4.0,5.85
2000-04-03,8509500,57.99797284132404,0.9210234030967897,1.015982652915629,31.914828402844897,24.084451573046216,10247.72,170.9,3.8,6.02
2000-04-04,12638700,50.23246847979115,0.7793257574767303,0.9686512738278493,31.90531595260431,24.265975017244322,10247.72,170.9,3.8,6.02
2000-04-05,7310700,49.72235642802075,0.6498324910025026,0.90488751726278,31.802659643769914,24.618368493437117,10247.72,170.9,3.8,6.02
2000-04-06,4853400,51.23357497585858,0.5681617729653432,0.8375423684032928,31.751375790199333,24.88565919820399,10247.72,170.9,3.8,6.02
2000-04-07,4914150,49.627164578242855,0.4705103462831204,0.7641359639792583,31.568386933968743,25.328358366324228,10247.72,170.9,3.8,6.02
2000-04-10,7864950,52.281060101134536,0.43342351010331726,0.6979934732040701,31.410509561916385,25.758204198459595,10247.72,170.9,3.8,6.02
2000-04-11,8217150,48.91124011371277,0.3450480308208661,0.6274043847274293,31.12260687736292,26.28381363960485,10247.72,170.9,3.8,6.02
2000-04-12,9133350,50.232112404774654,0.2926679984282572,0.5604571074675949,31.013237310865822,26.525313256761134,10247.72,170.9,3.8,6.02
2000-04-13,6781050,46.54369562507282,0.18911641939257606,0.4861889698525912,31.044631509485423,26.328475256261644,10247.72,170.9,3.8,6.02
2000-04-14,13084500,39.03537829349645,-0.03811508559256893,0.3813281587635592,31.271982941209117,25.727309241713243,10247.72,170.9,3.8,6.02
2000-04-17,8708700,38.736268193284545,-0.22210914772595203,0.26064069746565693,31.481636173719103,25.277435939318003,10247.72,170.9,3.8,6.02
2000-04-18,6833400,42.30668825345099,-0.3157503149551175,0.14536249498150206,31.460338033023756,24.945135485347823,10247.72,170.9,3.8,6.02
2000-04-19,9057150,39.03976278860018,-0.44949329772525815,0.026391336440150015,31.493115321845774,24.492523105888598,10247.72,170.9,3.8,6.02
2000-04-20,4540650,38.166885550165304,-0.5667493345385743,-0.09223679775559486,31.049453168560206,24.27289905006772,10247.72,170.9,3.8,6.02
2000-04-24,7792800,35.02368461690659,-0.7177341072370034,-0.21733625965187658,30.77468109418004,23.875979420651504,10247.72,170.9,3.8,6.02
2000-04-25,6327150,41.70680565034809,-0.7430786201622261,-0.32248473175394654,30.38314943779774,23.749952216254997,10247.72,170.9,3.8,6.02
2000-04-26,5500500,39.557348816412194,-0.7960516733989529,-0.4171981200829478,29.978285140147413,23.5990917977188,10247.72,170.9,3.8,6.02
2000-04-27,9298200,36.37378873395225,-0.8940594574151,-0.5125703875493783,29.84456126965712,23.218547556026472,10247.72,170.9,3.8,6.02
2000-04-28,8603250,34.34122212281481,-1.0054397998278937,-0.6111442700050814,29.872627985105474,22.727781904115716,10247.72,170.9,3.8,6.02
2000-05-01,8439750,37.81612144217178,-1.0396612239073875,-0.6968476607855427,29.76886309051805,22.414991966244646,10247.72,171.2,4.0,6.27
2000-05-02,8411250,42.59769935534755,-0.9938480678859776,-0.7562477422056297,29.223562065858225,22.450389464598317,10247.72,171.2,4.0,6.27
2000-05-03,9320550,39.983802689007845,-0.9946091019037695,-0.8039200141452577,29.002348498803133,22.270611973303797,10247.72,171.2,4.0,6.27
2000-05-04,6172200,38.62246109795434,-1.009462787552227,-0.8450285688266517,28.77371972773341,22.07819677617284,10247.72,171.2,4.0,6.27
2000-05-05,14505150,37.17430899694939,-1.036786364270231,-0.8833801279153676,28.440333073062853,21.922370822505997,10247.72,171.2,4.0,6.27
2000-05-08,5497650,36.911308441261866,-1.0511763415484303,-0.9169393706419802,28.113000807649286,21.78856016647181,10247.72,171.2,4.0,6.27
2000-05-09,6378000,35.29761758483768,-1.0792600713329144,-0.949403510780167,27.584552263835416,21.76363880672122,10247.72,171.2,4.0,6.27
2000-05-10,6616050,32.414857309854526,-1.1433440362118041,-0.9881916158664945,27.197115586015023,21.597704627302846,10247.72,171.2,4.0,6.27
2000-05-11,7853100,35.73945198161398,-1.1485346358589403,-1.0202602198649837,26.560632506519593,21.694851693004335,10247.72,171.2,4.0,6.27
2000-05-12,12221850,39.879794578870076,-1.0979281054927306,-1.035793796990533,25.979850921349474,21.86261009244447,10247.72,171.2,4.0,6.27
2000-05-15,6703200,46.70660736744924,-0.9689956461029183,-1.0224341668130101,25.812073782314915,21.894049379001,10247.72,171.2,4.0,6.27
2000-05-16,7925100,46.003488470004136,-0.8665327362301554,-0.9912538806964393,25.63847996353613,21.927297433619632,10247.72,171.2,4.0,6.27
2000-05-17,4350600,45.51140397607942,-0.782779920766334,-0.9495590887104183,25.28079903116661,22.076460909934468,10247.72,171.2,4.0,6.27
2000-05-18,5156250,48.19612609311011,-0.6794509311466328,-0.8955374571976612,25.126833326719716,22.13819772491603,10247.72,171.2,4.0,6.27
2000-05-19,5114550,42.88650655755877,-0.6579271542400171,-0.8480153966061325,24.956753230688975,22.153895687462878,10247.72,171.2,4.0,6.27
2000-05-22,4164600,42.28917082491886,-0.6415636778495397,-0.8067250528548139,24.91170708959921,22.116738535705963,10247.72,171.2,4.0,6.27
2000-05-23,5208750,44.77421790212398,-0.5974397511959779,-0.7648679925230467,24.644026458450355,22.226027786544762,10247.72,171.2,4.0,6.27
2000-05-24,8573100,41.68167929309162,-0.5944478634003865,-0.7307839666985148,24.47321840540173,22.24245313390491,10247.72,171.2,4.0,6.27
2000-05-25,7721400,39.021169265508604,-0.6205156378416419,-0.7087303009271402,24.45834218141425,22.141043080121396,10247.72,171.2,4.0,6.27
2000-05-26,6163950,39.773764852062925,-0.6274711854123609,-0.6924784778241844,24.46860289756904,22.07865242774834,10247.72,171.2,4.0,6.27
2000-05-30,4197750,48.059588167982284,-0.5489973353299114,-0.6637822493253298,24.45992910589775,22.07930734429756,10247.72,171.2,4.0,6.27
2000-05-31,4983150,50.93684990117049,-0.45087102015277125,-0.6212000034908182,24.362340622462554,22.13078185983725,10247.72,171.2,4.0,6.27
2000-06-01,8779650,56.28953397445797,-0.30647643259064594,-0.5582552893107837,24.56458167085625,22.020767602825394,10247.72,172.2,4.0,6.53
2000-06-02,8867400,62.695329106680944,-0.09868824350091998,-0.466341880148811,25.11357610342033,21.710364364414147,10247.72,172.2,4.0,6.53
2000-06-05,4890450,59.25017117222503,0.031645763564679186,-0.366744351406113,25.443166341147435,21.61134530130862,10247.72,172.2,4.0,6.53
2000-06-06,5546850,53.519259544071296,0.07262230093311572,-0.27887102093826727,25.578142303230525,21.636767441032173,10247.72,172.2,4.0,6.53
2000-06-07,5901150,53.22741131446858,0.10069964858749714,-0.2029568870331144,25.682783652634875,21.72460255494569,10247.72,172.2,4.0,6.53
2000-06-08,3975150,52.30592264000272,0.11195278301608269,-0.139974953023275,25.685748681370228,21.970252791102915,10247.72,172.2,4.0,6.53
2000-06-09,10294950,45.15131622811693,0.03792527822607639,-0.10439490677340474,25.63681738118427,22.125448396403623,10247.72,172.2,4.0,6.53
2000-06-12,5142600,44.287787054896626,-0.031302464741784775,-0.08977641836708075,25.62390138406443,22.17896497946096,10247.72,172.2,4.0,6.53
2000-06-13,5649900,43.00838207588647,-0.10077802761924204,-0.09197674021751301,25.613960661243556,22.11371954505527,10247.72,172.2,4.0,6.53
2000-06-14,5920600,50.16420699209752,-0.0820892727090623,-0.08999924671582288,25.63008044353443,22.124664849129143,10247.72,172.2,4.0,6.53
2000-06-15,9911800,46.016130718968775,-0.11449279252487088,-0.09489795587763249,25.624902278906326,22.104782360070722,10247.72,172.2,4.0,6.53
2000-06-16,16619900,37.09660569154366,-0.26812652302686857,-0.1295436693074797,25.711984174689963,21.794147760429663,10247.72,172.2,4.0,6.53
